"Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMCB0210ADMXCO","10.188.107.228","18:60:24:EE:52:B9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP02F8A08ALMXCO","10.188.82.134","6C:24:08:AE:A2:A5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCM10ECC05ADMXC","10.188.51.57","D8:BB:C1:BA:42:EF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO04E610ALMXCO","10.10.18.42","3C:9C:0F:01:37:3B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X9034AD03ADMXCO","10.188.61.53","6C:4B:90:DE:DB:BB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK276706ADMXCO","10.188.61.27","6C:4B:90:DE:D3:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON67D610ADMXCO","10.188.101.96","D8:BB:C1:BA:43:E6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4658904ADMXCO","10.188.42.194","E0:BE:03:4D:CB:DB","Windows 10"
"active_directory_adapter
active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VFM212709ADMXCO","10.188.92.110","D8:BB:C1:7F:DA:8B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD113A606ALMXC","10.188.62.51","90:2E:16:73:F2:11","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON19A510ADMXC0","10.188.101.34","D8:BB:C1:BA:43:E5","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VES1066B14ALMXC","10.188.141.109","6C:24:08:AF:8D:D5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPJ416808ADMXCO","10.188.65.241","EC:8E:B5:75:D2:78","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDP02C506ADMXCO","10.188.62.99","D8:BB:C1:BA:44:05","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH8C7AA04ADMXCO","10.188.41.21","D8:BB:C1:BA:4C:61","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF64D06ALMXCO","10.188.48.160","6C:24:08:B4:E1:17","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI7111BD9ADMXCO","10.188.85.38","8C:DC:D4:4B:32:0E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2F05C10ADMXCO","10.188.101.57","10:E7:C6:B9:84:DC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK415B06ADMXC","10.188.62.247","D8:BB:C1:7F:DA:30","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI6FC6508ADMXCO","10.188.82.59","E0:BE:03:4D:CA:CA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDP0E8C08ALMXCO","10.188.216.32
10.188.82.155","74:3A:F4:2E:A5:A4
F4:A8:0D:93:D0:9F","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC106103ADMXCO","10.188.32.43","00:D8:61:B2:73:EB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP03FB808GLMXCO","10.188.65.40
192.168.197.1
192.168.47.1","00:50:56:C0:00:01
00:50:56:C0:00:08
6C:24:08:A1:43:32","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4A6AC04ADMXCO","10.188.42.21","E0:BE:03:4D:CB:62","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPC1ECD08ALMXCO","10.188.61.83","6C:24:08:B4:E0:F7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEZEFE111ALMXCO","192.168.100.7","20:C1:9B:BD:EA:A2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO20CE310ADMXCO","10.188.107.167","D8:BB:C1:BA:3C:8A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VES918B14ALMXCO","10.188.218.111","B8:EE:65:B2:08:2E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X909B9D03ADMXCO","10.188.32.66","D8:BB:C1:7F:DF:5B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X90123203ADMXCO","10.188.35.96","6C:4B:90:BA:3E:E4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB2B2B10ADMXCO","10.188.107.62","D8:BB:C1:BA:4C:16","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK207206ALMXCO","10.188.48.167","6C:24:08:AE:90:33","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X90358803ADMXCO","10.188.35.102","6C:4B:90:BA:3E:96","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKA97406ALMXCO","10.188.48.207
192.168.56.1","0A:00:27:00:00:08
6C:24:08:AF:91:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1D22709ADMXC0","10.188.92.49","EC:8E:B5:75:CB:87","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP6D22606ALMXCO","10.55.221.223
192.168.0.10","34:41:5D:BE:A6:A4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO837810ADMXCO","10.188.101.144","D8:BB:C1:BA:41:F0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN4322A07ALMXCO","10.188.71.133","28:80:23:D6:12:F2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOY330311ALMXCO","10.188.219.136","20:C1:9B:BD:D5:F8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPJ376D06ALMXCO","10.188.62.25","6C:24:08:AF:8E:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIOEED808ADMXCO","10.188.86.40","E0:BE:03:4D:D0:30","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFGE42609ADMXCO","10.188.95.188","D8:BB:C1:EE:37:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI206D008ADMXCO","10.188.82.248","D8:BB:C1:BA:3C:8E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON292510ALMXCO","10.188.208.51","D4:E9:8A:6E:35:7A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF28FB408ALMXCO","10.188.82.46","6C:24:08:AF:85:79","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH2AB1504ADMXCO","10.188.42.160","D8:BB:C1:BA:2A:F2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNA67F507ALMXCO","10.188.71.118","98:FA:9B:0F:54:41","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPP905E13ALMXCO","10.188.131.102","6C:24:08:AE:8C:D1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFBA24009ADMXCO","10.188.91.48","D8:BB:C1:BA:3A:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM5BAD10ALMXCO","10.188.217.58","DA:61:31:34:B8:50","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X9127B611ALMXCO","10.188.111.57","6C:24:08:B4:E0:F5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO248B010ADMXCO","10.188.101.185","D8:BB:C1:BA:2A:FD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP5113FD06ALMXC","10.188.205.165","80:38:FB:54:44:12","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1A9FC11ADMXCO","10.188.117.90","D8:BB:C1:BA:2A:4B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIRG00H08XLMXCO","10.188.131.64
192.168.56.1","0A:00:27:00:00:08
6C:24:08:41:62:42","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOE113EF11ADMXC","10.188.112.15","04:7C:16:9E:B9:B9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2BCDE10ADMXC0","10.188.107.92","C0:3F:D5:E7:04:D2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4EE1304ADMXCO","10.188.241.48","E0:BE:03:1E:15:F9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X905ECF03ADMXCO","10.188.32.63","D8:BB:C1:7F:DA:5E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1CB3B11ADMXCO","10.188.111.28","D8:BB:C1:BA:3A:2C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN4E00D07ALMXCO","10.188.71.67","DC:4A:3E:5C:16:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPP10F3A13ALMXC","10.188.131.47","6C:24:08:AF:7E:27","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPP1093813ALMXC","10.188.205.13
172.30.96.1
192.168.159.1
192.168.174.1","00:15:5D:AF:5F:37
00:50:56:C0:00:01
00:50:56:C0:00:08
20:C1:9B:BB:F1:CF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM0D6B10ALMXCO","10.55.222.10
192.168.0.165","E4:A4:71:A6:C1:F6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO11088511ADMXC","10.188.111.184","D8:BB:C1:BA:2A:B7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVA7FD614ALMXCO","10.188.223.50","20:C1:9B:BC:31:D5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2EEDC05ADMXCO","10.188.107.47","D8:BB:C1:BA:44:01","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2C7AB10ADMXCO","10.188.107.93","64:51:06:4A:AC:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNT30BE07ALMXCO","10.55.225.9
192.168.1.108","E4:5E:37:14:84:CB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1FC1911ADMXCO","10.188.111.125","D8:BB:C1:BA:3D:DC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPJEFCE06ALMXCO","10.188.62.200","6C:24:08:AF:91:AB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER485405ADMXCO","10.188.51.74","D8:BB:C1:BA:3D:6E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNA2FD407ALMXCO","10.188.72.249","6C:24:08:AF:92:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFP668B04ALMXCO","10.188.215.228","28:7F:CF:B3:2C:9D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFF4F2109ALMXCO","10.188.223.181","E4:A4:71:A6:C2:FF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIKFCCC08ADMXCO","10.188.89.64","00:D8:61:62:55:BA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI310CFD8ADMXCO","10.188.86.31","6C:4B:90:BA:3E:AD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDU1A2412ALMXCO","10.188.204.94","74:13:EA:9A:B9:8D","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN46E5A07ALMXCO","10.188.71.66","C8:D3:FF:6E:F4:5F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFCB59409ADMXCO","10.188.91.92","D8:BB:C1:BA:3C:BF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFC55B309ADMXCO","10.188.91.40","D8:BB:C1:BA:4C:BE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIK108D18ADMXC0","10.188.81.72","18:60:24:EE:52:E3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP4F5D206ADMXCO","10.188.175.87","04:7C:16:9E:B6:4E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1155909ADMXCO","10.188.92.65","18:60:24:F2:A3:9D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOND41610ADMXCO","10.188.101.149","E0:BE:03:4D:CB:8B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB0DE210ADMXC0","10.188.105.67","D8:BB:C1:EA:D4:F1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMDF6610ADMXCO","10.188.107.44","04:7C:16:9E:B9:32","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY1FF1A13ADMXCO","10.188.131.26","04:7C:16:9E:B9:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI904E205ADMXCO","10.188.81.46","D8:BB:C1:80:0F:59","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB5E6910ADMXCO","10.188.107.124","D8:BB:C1:EA:D4:ED","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIEFFCQ05ADMXCO","10.188.81.145","2C:44:FD:20:28:C4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPB1089F06ALMXC","10.188.65.84","90:2E:16:74:08:B9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI904E208ALMXCO","10.188.82.123","F4:39:09:84:ED:BC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM476D10ALMXCO","192.168.68.122","80:38:FB:3E:F3:28","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIQ115DC13DMXCO","10.188.136.181","10:E7:C6:B9:85:22","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VFK072809ALMXCO","10.188.215.38","48:89:E7:29:74:26","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO015B10ADMXCO","10.188.107.67","D8:BB:C1:BA:4C:60","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VTQ123614ADMXCO","10.188.141.67","10:E7:C6:AC:77:DC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ539D10ADMXCO","10.188.102.104","E0:BE:03:1E:0C:22","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI510E2C08ADMXC","10.188.82.250","00:D8:61:62:56:F9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP63E1806ALMXCO","10.188.62.140","AC:E2:D3:9C:CE:A9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKA5B506ALMXCO","10.188.204.163","20:C1:9B:BC:10:3D","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON1F0E10ALMXCO","10.188.222.130","74:3A:F4:2E:A4:37","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKA82906ADMXCO","10.188.48.155","04:7C:16:9E:B7:70","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO6D5910ADMXCO","10.188.107.225","00:D8:61:B2:74:6C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VM4G00614ADMXCO","10.188.141.125","10:E7:C6:B3:E6:C7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN9EEA507ALMXCO","10.188.72.202","AC:E2:D3:9C:BE:6F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON9CFE10ADMXCO","10.188.101.84","00:D8:61:62:53:4C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO14BDB11ALMXCO","10.188.216.138","E4:A4:71:A6:BA:B2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER115B005ADMXCO","10.188.51.127","6C:4B:90:BA:3E:B6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOBCEA810ADMXCO","10.188.107.16","6C:4B:90:BA:3E:F9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC85F3214ALMXCO","10.188.141.83","F4:A8:0D:CD:53:3A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBG07308ADMXCO","10.188.86.20","B8:AE:ED:2A:50:2E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIN111B908ADMXC","10.188.86.67","E0:BE:03:4D:CE:86","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB3A2210ADMXCO","10.188.101.181","D8:BB:C1:B7:E2:AA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4FCE504ADMXCO","10.188.42.30","D8:BB:C1:BA:2A:14","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD1159F06ALMXC","10.188.62.54
172.27.64.1","00:15:5D:A0:81:D0
90:2E:16:70:AB:11","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOV1070E10ADMXC","10.188.107.164","D8:BB:C1:BA:42:FB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGP1AB311ALMXCO","10.188.219.247","74:3A:F4:2E:A5:63","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH2ECDC04ADMXCO","10.188.41.69","D8:BB:C1:BA:4C:1D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","YP41095B06ADMXC","10.188.62.37","18:03:73:4F:24:C8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM1080509ALMXC","10.188.101.73","90:2E:16:5F:60:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI6115808ADMXCO","10.188.85.57","10:E7:C6:B9:8C:8F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON763D10ADMXCO","10.188.107.17","D8:BB:C1:BA:46:7B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2067510ADMXCO","10.188.101.199","D8:BB:C1:BA:43:DC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI6FD2308ALMXCO","10.188.82.161","84:A9:38:39:34:2A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEA1167F08ADMXC","10.188.82.221
172.17.144.1","00:15:5D:9A:F6:AF
D8:BB:C1:EE:4B:F4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VINFBF408ADMXCO","10.188.81.157","00:D8:61:62:54:C0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD3A0805ALMXCO","192.168.1.140","D4:E9:8A:6F:E3:57","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIP4EA414ALMXCO","10.188.132.118","EC:8E:B5:9D:8B:E8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01BA006ALMXC0","10.188.61.106
192.168.200.1
192.168.224.1
192.168.56.1","00:50:56:C0:00:01
00:50:56:C0:00:08
0A:00:27:00:00:14
90:2E:16:5F:5D:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBAA7D08ADMXCO","10.188.85.35","D8:BB:C1:BA:43:D1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01165606ALMXC","10.188.175.207","F0:1F:AF:33:02:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIMFC7E08ADMXCO","10.188.82.62","10:E7:C6:B9:84:8E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI85EEA08ADMXCO","10.188.89.43","00:D8:61:62:54:E0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOW1165E01ADMXC","10.188.117.126","6C:4B:90:DE:D2:F7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIQ10A4813ALMXC","10.188.131.88","E8:6A:64:11:73:48","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC10F5A03ADMXCO","10.188.31.53","6C:4B:90:DE:DB:FA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF4G00609ADMXCO","10.188.91.128","18:60:24:EE:4F:8B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEQ107D605ADMXCO","10.188.51.44","D8:BB:C1:BA:2A:49","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKG01C08XLMXCO","10.188.205.38","14:AC:60:5E:CE:77","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEV1101111ADMXC","10.188.117.86","04:7C:16:9E:B5:FC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VOR0E7809ADMXCO","10.188.91.16","E0:BE:03:4D:CB:3A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKG01A01XLMXC0","10.188.205.102","3C:E9:F7:48:8E:AB","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKG01B08EXMXCO","10.188.205.127","90:65:84:11:12:7D","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFP1B5404ADMXCO","10.188.41.67","E0:BE:03:4D:DA:AA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD00AC07ALMXCO","10.188.224.164","90:65:84:B0:6E:59","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPS480F13ADMXCO","10.188.131.107","E0:BE:03:4D:CD:19","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPS108C413ADMXC","10.188.131.158
192.168.56.1","0A:00:27:00:00:07
D8:BB:C1:BA:43:58","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN4538D07ALMXCO","10.188.71.15","F4:30:B9:C8:93:AD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC4B03814ALMXCO","10.188.222.158","74:3A:F4:2E:A4:1E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VACE21312ADMXCO","10.188.121.59","D8:BB:C1:BA:2A:B0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEUD28111ALMXCO","10.188.111.23","84:A9:38:39:37:FE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEZ9B6211ALMXCO","10.188.111.157","6C:24:08:AF:90:8F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEV015111ALMXCO","10.188.216.31","36:38:30:DB:EA:31","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VTC658512ADMXCO","10.188.121.57","E0:BE:03:4D:CB:42","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEU75F611ALMXCO","10.188.112.18","8C:8C:AA:BC:9E:83","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK41162F15ALMXCO","10.188.220.9","70:9C:D1:69:A4:B0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON3A4410ALMXCO","192.168.0.13","74:3A:F4:2E:A3:88","Windows 10"
